Time	Waarde	Status	Kwaliteit	Reason	Status	Suppression Type
4-10-2022 15:07:53.509	1	Normal	Goed	Huidige Data	Valid	None
4-10-2022 14:25:05.121	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
4-10-2022 7:37:38.265	3	Normal	Goed	Huidige Data	Valid	None
4-10-2022 7:36:38.465	35	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:25:05.292	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-9-2022 14:16:54.756	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:52.956	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:52.356	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:49.656	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:49.156	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:46.956	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:46.156	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:31.356	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:31.056	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:10.956	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:16:10.456	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:13:27.392	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:13:21.092	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:13:20.792	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:04:59.492	3	Normal	Goed	Huidige Data	Valid	None
29-9-2022 14:04:59.292	2	Normal	Goed	Huidige Data	Valid	None
29-9-2022 13:19:18.992	0	Normal	Goed	Huidige Data	Valid	None
29-9-2022 13:19:18.892	0	Normal	Goed	Huidige Data	Valid	None
28-9-2022 14:25:04.984	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-9-2022 13:37:10.001	3	Normal	Goed	Huidige Data	Valid	None
28-9-2022 13:36:51.001	2	Normal	Goed	Huidige Data	Valid	None
28-9-2022 9:57:45.255	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-9-2022 10:03:37.905	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
23-9-2022 13:40:26.580	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
23-9-2022 13:39:10.935	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-9-2022 14:25:04.466	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-9-2022 11:28:22.804	3	Normal	Goed	Huidige Data	Valid	None
22-9-2022 11:26:32.904	0	Normal	Goed	Huidige Data	Valid	None
22-9-2022 11:07:58.404	3	Normal	Goed	Huidige Data	Valid	None
22-9-2022 10:56:24.004	1	Normal	Goed	Huidige Data	Valid	None
22-9-2022 10:53:59.105	0	Normal	Goed	Huidige Data	Valid	None
22-9-2022 10:53:49.004	1	Normal	Goed	Huidige Data	Valid	None
22-9-2022 10:30:51.804	0	Normal	Goed	Huidige Data	Valid	None
22-9-2022 9:33:47.000	2	Normal	Goed	Huidige Data	Valid	None
22-9-2022 9:33:32.436	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-9-2022 9:24:37.062	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-9-2022 9:24:26.000	2	Normal	Goed	Huidige Data	Valid	None
22-9-2022 9:17:45.083	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-9-2022 9:17:40.999	2	Normal	Goed	Huidige Data	Valid	None
22-9-2022 8:57:25.735	2	Normal	Goed	Huidige Data	Valid	None
22-9-2022 8:52:09.647	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-9-2022 8:50:51.047	0	Normal	Goed	Huidige Data	Valid	None
22-9-2022 8:30:11.947	2	Normal	Goed	Huidige Data	Valid	None
22-9-2022 2:25:04.799	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-9-2022 16:05:47.151	0	Normal	Goed	Huidige Data	Valid	None
21-9-2022 16:05:32.951	2	Normal	Goed	Huidige Data	Valid	None
21-9-2022 15:50:21.139	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-9-2022 15:46:54.714	0	Normal	Goed	Huidige Data	Valid	None
21-9-2022 15:44:29.314	2	Normal	Goed	Huidige Data	Valid	None
21-9-2022 15:42:58.614	0	Normal	Goed	Huidige Data	Valid	None
21-9-2022 14:41:19.000	2	Normal	Goed	Huidige Data	Valid	None
21-9-2022 14:25:04.513	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-9-2022 12:21:07.900	2	Normal	Goed	Huidige Data	Valid	None
21-9-2022 12:20:51.509	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-9-2022 11:16:30.905	2	Normal	Goed	Huidige Data	Valid	None
19-9-2022 17:08:14.487	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
19-9-2022 14:25:05.061	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
19-9-2022 14:02:53.210	0	Normal	Goed	Huidige Data	Valid	None
19-9-2022 14:01:23.609	2	Normal	Goed	Huidige Data	Valid	None
15-9-2022 14:06:10.377	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-9-2022 11:29:39.718	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:29:10.718	32	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:29:10.318	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:29:08.818	32	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:28:05.518	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:28:05.418	32	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:28:02.718	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:28:02.618	32	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:27:50.118	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:27:50.018	32	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:27:47.018	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:27:46.919	32	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:27:43.018	0	Normal	Goed	Huidige Data	Valid	None
15-9-2022 11:27:42.918	32	Normal	Goed	Huidige Data	Valid	None
12-9-2022 13:27:34.810	0	Normal	Goed	Huidige Data	Valid; Time Substituted	None
